gene_id,log2FoldChange,pvalue,padj,Comparison
Q0045,4.541325,1.583788e-06,1.723092e-05,A_vs_D
Q0070,8.390871,2.659896e-102,8.104703000000001e-99,A_vs_D
Q0250,1.533806,1.132719e-06,1.290241e-05,A_vs_D
Q0255,3.536816,1.6970940000000002e-17,1.814402e-15,A_vs_D
YAL005C,1.245658,0.0001253947,0.0007595975,A_vs_D
YAL011W,1.591879,2.618026e-15,2.099243e-13,A_vs_D
YAL019W,1.062534,7.538064e-08,1.212057e-06,A_vs_D
YAL035W,1.062684,5.235129e-07,6.618854e-06,A_vs_D
YAL036C,1.236724,4.153908e-05,0.0002936649,A_vs_D
YAL039C,1.207274,0.0001043957,0.0006558631,A_vs_D
YAL053W,1.819318,2.449815e-19,3.3929930000000004e-17,A_vs_D
YAL055W,1.277392,2.147396e-09,5.131855e-08,A_vs_D
YAL059W,1.110309,6.921785e-05,0.000459597,A_vs_D
YAR042W,1.474893,1.3169699999999999e-21,2.2930329999999997e-19,A_vs_D
YBR030W,1.375207,1.536847e-07,2.273191e-06,A_vs_D
YBR072W,1.202859,0.002485409,0.009332153,A_vs_D
YBR083W,1.014513,2.899179e-06,2.915445e-05,A_vs_D
YBR117C,2.217559,3.743544e-07,4.970187e-06,A_vs_D
YBR169C,1.337446,2.88284e-07,3.947871e-06,A_vs_D
YBR177C,1.036857,0.000146795,0.0008609901,A_vs_D
YBR292C,1.073673,0.0001726885,0.0009835176,A_vs_D
YCL001W-A,1.366112,0.002828962,0.01040416,A_vs_D
YCL024W,1.093706,6.113769e-05,0.0004158182,A_vs_D
YCR020C,1.695926,7.666659e-09,1.591494e-07,A_vs_D
YCR024C-B,1.112336,0.0002041291,0.001128823,A_vs_D
YCR071C,1.053841,0.0007608429,0.003447269,A_vs_D
YCR086W,1.375214,3.569548e-12,1.686266e-10,A_vs_D
YDL022C-A,3.219306,6.313252e-05,0.0004255858,A_vs_D
YDL024C,1.143942,0.00189825,0.0074201,A_vs_D
YDL042C,1.320673,9.035697e-07,1.069195e-05,A_vs_D
YDL048C,1.569933,2.436205e-08,4.568072e-07,A_vs_D
YDL083C,1.02914,0.007364159,0.02281288,A_vs_D
YDL101C,1.132946,2.889951e-05,0.0002119297,A_vs_D
YDL181W,1.631976,1.753579e-07,2.54436e-06,A_vs_D
YDL208W,1.025928,9.285801e-05,0.0005947233,A_vs_D
YDL239C,1.235675,2.208209e-11,8.795312e-10,A_vs_D
YDR014W-A,1.484647,0.001252547,0.005213814,A_vs_D
YDR034W-B,1.489597,0.001751362,0.006939401,A_vs_D
YDR070C,1.923032,6.563762e-07,8.146552e-06,A_vs_D
YDR113C,1.096021,5.796177e-05,0.0003959854,A_vs_D
YDR116C,1.24719,1.607137e-12,8.094124e-11,A_vs_D
YDR207C,1.150901,1.864527e-07,2.686154e-06,A_vs_D
YDR218C,2.255852,9.844487e-13,5.171751e-11,A_vs_D
YDR223W,1.319629,1.212499e-06,1.358266e-05,A_vs_D
YDR273W,1.490913,2.711389e-11,1.044182e-09,A_vs_D
YDR277C,1.172466,1.34378e-07,2.05238e-06,A_vs_D
YDR310C,1.022523,9.530722e-06,8.100449e-05,A_vs_D
YDR342C,1.167231,2.097754e-05,0.0001595969,A_vs_D
YDR344C,1.520694,0.0007094406,0.003248183,A_vs_D
YDR361C,1.124221,1.733523e-05,0.0001352636,A_vs_D
YDR374C,2.432492,7.326742e-07,8.947729e-06,A_vs_D
YDR405W,1.056381,1.049141e-06,1.206315e-05,A_vs_D
YDR440W,1.143506,1.101714e-06,1.264377e-05,A_vs_D
YDR446W,1.571904,0.0001438867,0.000848013,A_vs_D
YDR464W,1.089276,7.52227e-10,1.984447e-08,A_vs_D
YDR478W,1.480042,5.942436e-11,2.093249e-09,A_vs_D
YDR515W,1.712774,4.28045e-15,3.260633e-13,A_vs_D
YDR525W,1.385341,0.004067303,0.01398767,A_vs_D
YDR527W,1.215069,3.274419e-06,3.239336e-05,A_vs_D
YDR533C,1.762814,9.476502e-07,1.104203e-05,A_vs_D
YDR540C,1.306137,3.944443e-06,3.803391e-05,A_vs_D
YEL009C-A,1.084263,9.471828e-05,0.000602519,A_vs_D
YEL032W,1.159484,7.864312e-06,6.866063e-05,A_vs_D
YER006W,1.13796,2.168253e-06,2.273625e-05,A_vs_D
YER058W,1.11285,4.539382e-06,4.269301e-05,A_vs_D
YER060W-A,3.097422,6.630473000000001e-17,6.73435e-15,A_vs_D
YER085C,1.911743,4.710114e-05,0.0003280393,A_vs_D
YER095W,1.150231,0.0002071442,0.001142386,A_vs_D
YER137C,2.450291,1.171739e-15,1.005715e-13,A_vs_D
YER154W,1.47154,3.319519e-11,1.241052e-09,A_vs_D
YER163C,1.033177,0.0003139687,0.001628362,A_vs_D
YFL014W,3.892052,2.03066e-11,8.223677e-10,A_vs_D
YFL040W,2.407459,6.048417999999999e-19,7.678971e-17,A_vs_D
YFL060C,2.569376,0.0002570528,0.00137652,A_vs_D
YFR017C,1.070344,0.0005656843,0.002693188,A_vs_D
YFR019W,1.162683,8.917253e-13,4.76682e-11,A_vs_D
YGL010W,1.032103,0.002722149,0.01009141,A_vs_D
YGL012W,1.262488,3.207424e-05,0.0002338043,A_vs_D
YGL018C,1.129363,0.0003247716,0.0016801,A_vs_D
YGL023C,1.152478,1.552797e-05,0.0001227334,A_vs_D
YGL037C,1.28167,3.534383e-05,0.0002546188,A_vs_D
YGL041C-B,1.385261,3.830879e-05,0.0002733651,A_vs_D
YGL050W,1.233698,6.086735e-16,5.454788e-14,A_vs_D
YGL057C,1.323692,2.076399e-07,2.963367e-06,A_vs_D
YGL061C,1.373928,4.345484e-08,7.587787e-07,A_vs_D
YGL075C,2.075759,3.537198e-08,6.396346e-07,A_vs_D
YGL081W,1.350305,5.502999e-08,9.315354e-07,A_vs_D
YGL090W,1.095468,3.69564e-08,6.62389e-07,A_vs_D
YGL099W,1.312094,4.340313e-11,1.593365e-09,A_vs_D
YGL108C,1.319686,1.4874e-08,2.886693e-07,A_vs_D
YGL128C,1.54129,1.312666e-08,2.597202e-07,A_vs_D
YGL136C,1.065755,1.709357e-06,1.830725e-05,A_vs_D
YGL143C,1.395283,2.562684e-09,6.017831e-08,A_vs_D
YGL158W,1.402305,0.0002647147,0.001413108,A_vs_D
YGL163C,1.348834,1.342571e-08,2.64102e-07,A_vs_D
YGL170C,6.821617,2.939372e-37,1.3778869999999999e-34,A_vs_D
YGL171W,1.362006,4.305627e-08,7.539797e-07,A_vs_D
YGL174W,1.356584,1.695141e-07,2.481026e-06,A_vs_D
YGL180W,1.495323,1.682039e-16,1.653282e-14,A_vs_D
YGL183C,1.569081,1.941416e-05,0.0001499492,A_vs_D
YGL204C,5.674005,3.606662e-14,2.481792e-12,A_vs_D
YGL207W,1.043242,3.985722e-09,8.705732e-08,A_vs_D
YGL208W,1.876531,4.603435e-09,9.91284e-08,A_vs_D
YGL209W,2.564794,3.768578e-13,2.126455e-11,A_vs_D
YGL210W,1.761225,7.434569e-17,7.427256e-15,A_vs_D
YGL216W,1.305374,7.357865e-13,3.968038e-11,A_vs_D
YGL249W,1.037312,0.0002901229,0.001525461,A_vs_D
YGR001C,1.258074,9.388674e-08,1.474603e-06,A_vs_D
YGR009C,1.01576,7.910502e-09,1.634122e-07,A_vs_D
YGR017W,1.042742,1.031596e-05,8.683072e-05,A_vs_D
YGR032W,1.801711,3.215357e-14,2.252229e-12,A_vs_D
YGR033C,1.100876,2.242697e-08,4.257631e-07,A_vs_D
YGR043C,1.336391,0.0005133024,0.002480622,A_vs_D
YGR047C,1.006767,5.710066e-07,7.174669e-06,A_vs_D
YGR048W,1.092502,6.496113e-09,1.37893e-07,A_vs_D
YGR072W,1.169878,5.905488e-10,1.606609e-08,A_vs_D
YGR079W,1.480518,2.214887e-05,0.0001664306,A_vs_D
YGR083C,1.110764,7.687194e-08,1.232783e-06,A_vs_D
YGR088W,1.099844,0.0001525808,0.0008880876,A_vs_D
YGR093W,1.138216,5.427468e-08,9.238824e-07,A_vs_D
YGR102C,1.367679,1.660077e-09,4.079237e-08,A_vs_D
YGR112W,1.492304,1.003806e-07,1.558621e-06,A_vs_D
YGR145W,1.182994,8.891528e-06,7.599575e-05,A_vs_D
YGR152C,1.017912,1.612497e-05,0.0001267942,A_vs_D
YGR153W,1.521921,9.792296e-08,1.530109e-06,A_vs_D
YGR159C,1.422833,3.113415e-06,3.095131e-05,A_vs_D
YGR174C,1.972231,2.060913e-10,6.1868e-09,A_vs_D
YGR179C,1.237118,1.49621e-06,1.636967e-05,A_vs_D
YGR181W,2.006616,3.837064e-06,3.717499e-05,A_vs_D
YGR184C,1.370862,9.312526000000001e-27,2.182713e-24,A_vs_D
YGR186W,1.271367,5.021066e-15,3.777578e-13,A_vs_D
YGR187C,1.920625,2.652953e-13,1.569621e-11,A_vs_D
YGR196C,1.467596,6.795529e-18,7.813577e-16,A_vs_D
YGR214W,1.334782,3.534747e-05,0.0002546188,A_vs_D
YGR225W,1.325701,1.171118e-06,1.32408e-05,A_vs_D
YGR236C,1.023449,0.0155048,0.04204996,A_vs_D
YGR238C,1.164259,6.534986e-11,2.249955e-09,A_vs_D
YGR239C,1.765408,1.100816e-09,2.795155e-08,A_vs_D
YGR251W,1.569131,1.031801e-09,2.66432e-08,A_vs_D
YGR256W,1.134912,0.002244262,0.00856389,A_vs_D
YGR270W,1.160782,8.270237e-14,5.305139e-12,A_vs_D
YGR273C,1.104772,0.01089663,0.03150097,A_vs_D
YGR274C,1.201057,1.649028e-14,1.182256e-12,A_vs_D
YGR278W,1.075494,1.005149e-07,1.558621e-06,A_vs_D
YGR280C,1.31795,1.045295e-06,1.206315e-05,A_vs_D
YGR281W,1.008725,4.226548e-06,4.037082e-05,A_vs_D
YGR283C,1.256373,5.585813e-08,9.429347e-07,A_vs_D
YGR285C,1.005814,1.885608e-05,0.0001461946,A_vs_D
YHL010C,1.091959,9.923158e-11,3.268742e-09,A_vs_D
YHL028W,2.514062,7.486588e-14,4.853539e-12,A_vs_D
YHL031C,1.049281,0.0001749771,0.0009956213,A_vs_D
YHR015W,1.386726,2.206057e-05,0.0001664306,A_vs_D
YHR096C,2.43273,6.423986e-06,5.782536e-05,A_vs_D
YHR138C,1.011972,0.00300924,0.01099419,A_vs_D
YHR153C,1.157785,0.001801486,0.007124111,A_vs_D
YHR215W,2.15379,0.0005991809,0.002826167,A_vs_D
YIL008W,1.164141,0.0007261511,0.003312249,A_vs_D
YIL009C-A,2.08121,9.436526e-07,1.103766e-05,A_vs_D
YIL011W,1.451223,0.0003910017,0.001961123,A_vs_D
YIL013C,1.757503,1.030992e-12,5.369972e-11,A_vs_D
YIL014W,1.816025,2.687964e-21,4.427150000000001e-19,A_vs_D
YIL024C,1.497435,0.0006005122,0.002830256,A_vs_D
YIL044C,1.123663,7.570887e-06,6.667195e-05,A_vs_D
YIL046W-A,1.368005,0.002265214,0.008625961,A_vs_D
YIL064W,1.468033,6.065127e-08,1.005759e-06,A_vs_D
YIL073C,1.49849,4.776507e-06,4.457585e-05,A_vs_D
YIL091C,1.318928,1.045421e-06,1.206315e-05,A_vs_D
YIL092W,1.064303,4.488766e-07,5.807758e-06,A_vs_D
YIL099W,1.382766,1.113903e-06,1.27357e-05,A_vs_D
YIL101C,1.412125,6.579937e-07,8.150027e-06,A_vs_D
YIL121W,1.238437,3.110243e-06,3.095131e-05,A_vs_D
YIL127C,1.420471,4.752225e-07,6.109717e-06,A_vs_D
YIL136W,1.085523,0.0002445273,0.00132156,A_vs_D
YIL138C,1.231521,6.713289e-12,2.96455e-10,A_vs_D
YIL152W,1.059108,0.0002488831,0.001339835,A_vs_D
YIL161W,1.455562,2.154609e-12,1.067495e-10,A_vs_D
YIL172C,1.150818,0.006370083,0.02018683,A_vs_D
YIL177C,1.107443,0.0004709177,0.002299497,A_vs_D
YIR002C,1.257445,9.581065e-16,8.461886e-14,A_vs_D
YIR010W,1.620018,1.377014e-13,8.562779e-12,A_vs_D
YIR019C,3.832932,1.79714e-24,3.776472e-22,A_vs_D
YIR035C,1.155597,0.0006472746,0.003015666,A_vs_D
YIR038C,1.468728,1.886856e-06,2.010227e-05,A_vs_D
YIR042C,1.849554,0.0002503763,0.001346684,A_vs_D
YJL033W,1.125095,2.581356e-05,0.0001909076,A_vs_D
YJL037W,1.16547,0.003861126,0.01338436,A_vs_D
YJL038C,1.189487,0.00174536,0.006920118,A_vs_D
YJL084C,1.552876,9.218487000000001e-18,1.040323e-15,A_vs_D
YJL088W,2.448684,7.922006e-07,9.522032e-06,A_vs_D
YJL092W,1.113368,1.590065e-17,1.730331e-15,A_vs_D
YJL098W,1.332132,9.235185e-07,1.087624e-05,A_vs_D
YJL102W,1.317773,8.942635e-08,1.411824e-06,A_vs_D
YJL104W,1.169273,1.340665e-06,1.496339e-05,A_vs_D
YJL122W,1.319221,1.149713e-05,9.506579e-05,A_vs_D
YJL148W,1.025014,0.000426374,0.002102203,A_vs_D
YJL162C,1.236688,1.009326e-09,2.617376e-08,A_vs_D
YJL174W,1.506146,2.334691e-11,9.190058e-10,A_vs_D
YJR056C,1.472291,1.124187e-08,2.260989e-07,A_vs_D
YJR060W,1.076342,9.245089e-07,1.087624e-05,A_vs_D
YJR061W,1.158189,4.792462e-07,6.13556e-06,A_vs_D
YJR072C,1.082256,6.837802e-08,1.114159e-06,A_vs_D
YJR078W,1.020339,0.006207742,0.01976488,A_vs_D
YJR082C,1.688676,4.398711e-08,7.636964e-07,A_vs_D
YJR094C,1.076874,0.008078299,0.02462689,A_vs_D
YJR112W,1.333926,0.0001208869,0.0007379752,A_vs_D
YKL028W,1.016009,2.771085e-08,5.132825e-07,A_vs_D
YKL050C,1.577486,5.087134e-11,1.823588e-09,A_vs_D
YKL065W-A,1.969285,1.73814e-05,0.0001354505,A_vs_D
YKL070W,1.524132,0.0001198048,0.0007322875,A_vs_D
YKL071W,1.042422,0.01182034,0.03372317,A_vs_D
YKL096W-A,3.16765,1.007737e-06,1.167519e-05,A_vs_D
YKL113C,1.413528,8.361732e-08,1.333937e-06,A_vs_D
YKL139W,1.070892,3.08941e-07,4.202425e-06,A_vs_D
YKL201C,1.170561,1.296173e-09,3.250567e-08,A_vs_D
YKR015C,1.913132,1.389293e-09,3.469817e-08,A_vs_D
YKR037C,1.27571,2.296144e-07,3.224125e-06,A_vs_D
YKR050W,1.197907,2.072768e-08,3.947327e-07,A_vs_D
YKR081C,1.161395,1.697261e-05,0.0001327742,A_vs_D
YLL006W-A,1.613975,1.999746e-06,2.112292e-05,A_vs_D
YLL022C,1.331589,3.843309e-08,6.848282e-07,A_vs_D
YLL030C,1.458467,0.001585637,0.006369724,A_vs_D
YLL036C,1.032454,5.885631e-10,1.606609e-08,A_vs_D
YLL046C,2.858937,2.2275370000000003e-17,2.34045e-15,A_vs_D
YLR003C,1.024479,4.285589e-07,5.592372e-06,A_vs_D
YLR025W,1.043097,8.148816e-11,2.758827e-09,A_vs_D
YLR032W,1.421568,1.406468e-11,5.791228e-10,A_vs_D
YLR103C,1.112148,0.0001117674,0.0006946242,A_vs_D
YLR106C,1.105241,9.125563e-07,1.077736e-05,A_vs_D
YLR121C,2.055319,4.077986e-08,7.182441e-07,A_vs_D
YLR151C,1.311515,3.414353e-07,4.593171e-06,A_vs_D
YLR172C,1.086474,9.121867e-08,1.436399e-06,A_vs_D
YLR194C,1.048893,0.002973502,0.01087666,A_vs_D
YLR204W,1.030929,2.461339e-07,3.408955e-06,A_vs_D
YLR216C,1.087628,0.001355267,0.005595525,A_vs_D
YLR224W,1.161522,3.019047e-07,4.1159e-06,A_vs_D
YLR255C,1.424385,9.460222e-07,1.104203e-05,A_vs_D
YLR258W,1.240089,1.85896e-05,0.0001443121,A_vs_D
YLR259C,1.046864,1.560678e-05,0.0001231965,A_vs_D
YLR263W,1.104538,1.55968e-07,2.301377e-06,A_vs_D
YLR323C,1.043742,0.005108131,0.01691791,A_vs_D
YLR343W,1.148129,6.707336e-05,0.0004491704,A_vs_D
YLR353W,1.062728,2.192263e-06,2.291535e-05,A_vs_D
YLR363W-A,1.524946,1.347028e-05,0.0001091594,A_vs_D
YLR383W,1.030822,2.842857e-08,5.233017e-07,A_vs_D
YLR394W,1.359585,2.282011e-09,5.411118e-08,A_vs_D
YLR399C,1.207616,3.62454e-14,2.481792e-12,A_vs_D
YLR406C-A,1.002973,0.01554378,0.04213691,A_vs_D
YLR407W,1.153349,5.40392e-05,0.0003721072,A_vs_D
YLR412C-A,1.186254,0.0001846949,0.001038164,A_vs_D
YLR427W,1.088409,1.247239e-11,5.205941e-10,A_vs_D
YLR455W,1.01567,5.122888e-07,6.503933e-06,A_vs_D
YML009C,1.710097,5.52083e-11,1.956043e-09,A_vs_D
YML048W,1.011894,4.363132e-07,5.675033e-06,A_vs_D
YML081C-A,1.306988,0.0005986591,0.002825893,A_vs_D
YML085C,1.077591,0.0001410889,0.0008371915,A_vs_D
YMR005W,1.333064,2.630599e-11,1.02762e-09,A_vs_D
YMR014W,1.173445,4.458104e-06,4.225146e-05,A_vs_D
YMR030W,1.059604,1.697715e-07,2.481026e-06,A_vs_D
YMR035W,1.098321,0.00634383,0.02013505,A_vs_D
YMR055C,1.228051,4.834235e-05,0.0003355333,A_vs_D
YMR076C,1.728078,2.873484e-09,6.683592e-08,A_vs_D
YMR101C,2.08471,4.6039e-12,2.093744e-10,A_vs_D
YMR118C,1.368782,0.00122234,0.005098563,A_vs_D
YMR127C,1.74433,3.999506e-08,7.085172e-07,A_vs_D
YMR128W,1.01592,4.470446e-05,0.0003136929,A_vs_D
YMR136W,1.473544,2.367184e-06,2.453336e-05,A_vs_D
YMR169C,3.05523,9.11287e-10,2.3937e-08,A_vs_D
YMR170C,2.245716,3.462962e-07,4.648302e-06,A_vs_D
YMR175W-A,1.495338,0.00139145,0.005721656,A_vs_D
YMR224C,1.098308,8.864261e-06,7.586911e-05,A_vs_D
YMR251W-A,1.359727,0.0004087231,0.002031614,A_vs_D
YMR277W,1.085164,1.143806e-05,9.470587e-05,A_vs_D
YMR295C,1.906573,5.409022e-23,9.98866e-21,A_vs_D
YNCC0002W,11.43231,0.0001118873,0.0006946242,A_vs_D
YNCC0005W,1.792645,0.003084494,0.01122874,A_vs_D
YNCD0010C,1.806211,7.166962e-08,1.1585e-06,A_vs_D
YNCD0026W,2.610945,0.001771427,0.007014343,A_vs_D
YNCD0030W,1.007707,0.0007749443,0.003500749,A_vs_D
YNCE0011C,3.686191,8.53995e-09,1.758191e-07,A_vs_D
YNCF0012C,1.791647,0.00308705,0.01123133,A_vs_D
YNCG0026W,1.504836,7.361573e-05,0.0004823809,A_vs_D
YNCG0034W,1.081793,0.006678369,0.02099999,A_vs_D
YNCG0039W,3.678658,0.00106707,0.00458261,A_vs_D
YNCG0040C,2.884082,0.001530278,0.006212867,A_vs_D
YNCG0044C,3.714198,1.15709e-09,2.925854e-08,A_vs_D
YNCG0047C,1.592424,0.0006829066,0.003150366,A_vs_D
YNCG0048W,1.132742,0.0003494597,0.001790046,A_vs_D
YNCH0014W,1.115154,0.001012019,0.004373933,A_vs_D
YNCI0001W,1.378508,3.348373e-13,1.943332e-11,A_vs_D
YNCI0010C,22.00286,2.332171e-08,4.400077e-07,A_vs_D
YNCI0013W,4.521079,2.939588e-13,1.722485e-11,A_vs_D
YNCJ0003C,1.595284,5.432073e-06,5.015614e-05,A_vs_D
YNCJ0019C,20.42436,1.991763e-10,6.019239e-09,A_vs_D
YNCJ0024W,19.61531,1.737671e-07,2.527295e-06,A_vs_D
YNCK0004W,16.65031,1.094572e-05,9.112458e-05,A_vs_D
YNCK0008W,1.133247,0.006205656,0.01976488,A_vs_D
YNCK0009W,3.314388,3.095575e-09,7.0128e-08,A_vs_D
YNCM0005C,1.209105,0.001023942,0.004412943,A_vs_D
YNCM0012W,1.52791,4.536899e-06,4.269301e-05,A_vs_D
YNCM0013W,1.610113,2.084598e-05,0.0001587943,A_vs_D
YNCM0014W,1.107609,0.0003125408,0.001625106,A_vs_D
YNCM0017W,1.097316,6.889462e-05,0.0004583448,A_vs_D
YNCP0003W,1.769592,0.0001713345,0.0009776335,A_vs_D
YNCP0007C,15.30828,3.436877e-05,0.0002481555,A_vs_D
YNL058C,1.773673,1.213967e-13,7.626718e-12,A_vs_D
YNL088W,1.102369,2.825502e-11,1.076163e-09,A_vs_D
YNL133C,1.044953,1.548538e-08,2.995807e-07,A_vs_D
YNL143C,1.379512,0.0009743592,0.004229163,A_vs_D
YNL227C,1.495101,5.530947e-16,5.030685e-14,A_vs_D
YNL232W,1.345084,7.493755e-09,1.563936e-07,A_vs_D
YNL245C,1.257253,1.22531e-08,2.44821e-07,A_vs_D
YNL269W,1.468409,0.002112417,0.008106465,A_vs_D
YNL270C,1.2913,0.0003808835,0.001921612,A_vs_D
YNL299W,1.146886,3.922418e-05,0.0002792431,A_vs_D
YNR022C,1.777875,4.059528e-28,1.1244890000000001e-25,A_vs_D
YNR038W,2.165443,1.713857e-15,1.45059e-13,A_vs_D
YNR039C,1.027085,3.73214e-06,3.638986e-05,A_vs_D
YOL022C,1.037032,5.415125e-08,9.238824e-07,A_vs_D
YOL027C,1.221302,3.260315e-11,1.226442e-09,A_vs_D
YOL029C,1.10854,0.0002450418,0.001322661,A_vs_D
YOL052C-A,2.919658,5.769473e-06,5.275996e-05,A_vs_D
YOL058W,1.461299,0.0001663362,0.0009553752,A_vs_D
YOL070C,1.199752,3.979772e-10,1.112511e-08,A_vs_D
YOL071W,1.371237,2.643379e-07,3.652778e-06,A_vs_D
YOL077W-A,1.195396,3.868164e-06,3.741681e-05,A_vs_D
YOL091W,1.162985,9.820753e-05,0.0006201831,A_vs_D
YOL100W,1.043628,3.70657e-07,4.942634e-06,A_vs_D
YOL112W,1.023636,2.642921e-08,4.92537e-07,A_vs_D
YOL140W,1.000893,0.00134364,0.005562597,A_vs_D
YOR003W,1.3186,1.285285e-06,1.437161e-05,A_vs_D
YOR004W,1.178361,6.544426e-06,5.882261e-05,A_vs_D
YOR017W,1.532347,2.892393e-24,5.875414e-22,A_vs_D
YOR020C,1.590564,2.817074e-06,2.851703e-05,A_vs_D
YOR027W,1.067395,1.242136e-07,1.91151e-06,A_vs_D
YOR064C,1.589255,6.246424e-12,2.778519e-10,A_vs_D
YOR078W,1.385729,1.343479e-08,2.64102e-07,A_vs_D
YOR084W,1.020489,5.6894e-05,0.0003895641,A_vs_D
YOR091W,1.321098,1.166552e-07,1.804306e-06,A_vs_D
YOR104W,1.037807,4.541556e-07,5.863611e-06,A_vs_D
YOR119C,1.244447,4.006062e-06,3.844557e-05,A_vs_D
YOR180C,1.429373,4.729616e-05,0.0003290215,A_vs_D
YOR188W,1.217815,3.939573e-10,1.106348e-08,A_vs_D
YOR239W,1.31289,1.676813e-12,8.375817e-11,A_vs_D
YOR242C,2.22087,7.177827e-12,3.146883e-10,A_vs_D
YOR245C,1.212502,7.772674e-11,2.661049e-09,A_vs_D
YOR252W,1.231231,0.0003588771,0.001828593,A_vs_D
YOR255W,1.014259,0.0139156,0.03847626,A_vs_D
YOR298W,1.25847,1.055837e-05,8.838281e-05,A_vs_D
YOR306C,1.609164,2.339577e-10,6.887626e-09,A_vs_D
YOR310C,1.007577,0.0002396412,0.00129811,A_vs_D
YOR358W,1.0286,0.0013804,0.005680053,A_vs_D
YPL062W,1.068759,0.01016665,0.02968641,A_vs_D
YPL093W,1.087982,0.0001790705,0.001014178,A_vs_D
YPL116W,1.000279,3.111557e-05,0.000227549,A_vs_D
YPL158C,1.096808,1.969157e-09,4.780893e-08,A_vs_D
YPL183W-A,1.046549,0.003378334,0.01202545,A_vs_D
YPL193W,1.169977,2.617745e-08,4.893417e-07,A_vs_D
YPL256C,1.683412,1.030319e-10,3.357629e-09,A_vs_D
YPR018W,1.1241,6.619893e-05,0.000444291,A_vs_D
YPR037C,1.015601,0.001743734,0.006920118,A_vs_D
YPR078C,1.109937,0.00336087,0.01197728,A_vs_D
YPR100W,1.182794,3.294798e-09,7.40904e-08,A_vs_D
YPR133W-A,1.010127,0.003076632,0.01121351,A_vs_D
YPR151C,1.077715,0.0006943493,0.003195895,A_vs_D
YPR154W,1.289941,0.0014236,0.005842034,A_vs_D
Q0020,-1.286417,0.0002885528,0.001519828,A_vs_D
Q0055,-11.09858,2.885262e-210,1.7582790000000002e-206,A_vs_D
Q0075,-9.399585,9.459754e-78,1.152955e-74,A_vs_D
Q0085,-1.87862,9.262829e-07,1.087624e-05,A_vs_D
Q0110,-7.456061,8.91619e-60,7.762179999999999e-57,A_vs_D
Q0158,-1.764642,1.578751e-10,4.9338e-09,A_vs_D
Q0275,-3.543545,3.370641e-10,9.689002e-09,A_vs_D
YAL063C,-1.100279,0.002160892,0.008276856,A_vs_D
YAL064C-A,-3.699435,2.74889e-05,0.0002020716,A_vs_D
YAL065C,-1.315693,0.0005388169,0.002585473,A_vs_D
YAR028W,-1.228902,0.003438664,0.01218934,A_vs_D
YAR061W,-1.111719,0.001478053,0.00603299,A_vs_D
YAR071W,-1.114991,0.006395186,0.02022737,A_vs_D
YBL003C,-1.32764,1.350856e-06,1.496748e-05,A_vs_D
YBL005W,-1.500486,3.028114e-09,6.911358e-08,A_vs_D
YBL016W,-1.631573,4.141295e-05,0.0002931133,A_vs_D
YBL017C,-1.150283,2.273293e-10,6.724976e-09,A_vs_D
YBL029W,-1.48373,8.367649e-12,3.616486e-10,A_vs_D
YBL037W,-1.471506,4.986955e-11,1.808959e-09,A_vs_D
YBL071C,-1.015891,0.01433895,0.0394321,A_vs_D
YBL089W,-1.149517,1.436143e-07,2.15563e-06,A_vs_D
YBL098W,-1.139042,0.000523784,0.002523273,A_vs_D
YBL111C,-1.751734,0.0004675292,0.002284782,A_vs_D
YBR004C,-1.065107,0.0001212674,0.0007382652,A_vs_D
YBR039W,-1.267051,6.860476e-05,0.0004569152,A_vs_D
YBR054W,-1.976981,3.159266e-09,7.13058e-08,A_vs_D
YBR058C-A,-1.231,0.0003391965,0.001744357,A_vs_D
YBR067C,-1.355173,0.0001544718,0.0008965248,A_vs_D
YBR077C,-1.110774,6.176651e-05,0.0004186931,A_vs_D
YBR078W,-1.666183,3.637426e-07,4.861069e-06,A_vs_D
YBR085W,-1.473388,0.0005865334,0.002779421,A_vs_D
YBR093C,-1.909622,0.0001271518,0.0007687133,A_vs_D
YBR104W,-2.752254,1.623639e-13,9.894456e-12,A_vs_D
YBR107C,-1.415635,0.000908346,0.003990959,A_vs_D
YBR115C,-1.263572,2.609287e-10,7.571903e-09,A_vs_D
YBR125C,-1.171141,9.692685e-06,8.208493e-05,A_vs_D
YBR127C,-1.644535,2.813992e-09,6.570293e-08,A_vs_D
YBR132C,-1.262904,0.0002726118,0.001447122,A_vs_D
YBR145W,-2.077258,6.387281e-08,1.049167e-06,A_vs_D
YBR149W,-1.330554,1.949227e-07,2.794962e-06,A_vs_D
YBR159W,-2.187341,4.411688e-14,2.954376e-12,A_vs_D
YBR163W,-1.23483,8.852205e-09,1.810246e-07,A_vs_D
YBR164C,-1.269869,0.0005077576,0.002457724,A_vs_D
YBR166C,-1.043293,1.007507e-05,8.503808e-05,A_vs_D
YBR182C,-1.229786,0.0002844777,0.001504867,A_vs_D
YBR201W,-1.143225,1.047829e-05,8.795415e-05,A_vs_D
YBR204C,-1.539219,2.865505e-06,2.891124e-05,A_vs_D
YBR210W,-1.89073,2.325326e-07,3.242686e-06,A_vs_D
YBR211C,-2.053101,2.268601e-18,2.710756e-16,A_vs_D
YBR221C,-1.355702,8.779975e-06,7.52534e-05,A_vs_D
YBR235W,-1.339199,1.59303e-09,3.949234e-08,A_vs_D
YBR238C,-1.681746,3.601607e-09,7.981162e-08,A_vs_D
