gene_id,log2FoldChange,pvalue,padj,Comparison
YOL129W,-1.38201,1.122909e-05,6.492415e-05,A_vs_E
YOL153C,-3.051912,2.147737e-14,9.282491e-13,A_vs_E
YOL154W,-5.815545,5.161903e-13,1.718942e-11,A_vs_E
YOL155C,-1.491422,1.280919e-05,7.315763e-05,A_vs_E
YOL158C,-3.152908,1.290432e-26,2.53674e-24,A_vs_E
YOL159C,-2.268607,1.414598e-09,2.216082e-08,A_vs_E
YOL159C-A,-4.046251,9.058396e-21,1.041545e-18,A_vs_E
YOR002W,-1.387804,6.225285e-11,1.321843e-09,A_vs_E
YOR008C-A,-1.876778,0.001350739,0.004357546,A_vs_E
YOR009W,-2.342177,2.773482e-09,4.02419e-08,A_vs_E
YOR011W,-1.21057,2.4606e-05,0.000129155,A_vs_E
YOR012W,-2.904586,1.449945e-06,1.071164e-05,A_vs_E
YOR015W,-1.212149,3.218456e-12,9.208108e-11,A_vs_E
YOR031W,-1.48554,5.301805e-05,0.0002548044,A_vs_E
YOR034C,-1.029221,2.776135e-07,2.485874e-06,A_vs_E
YOR035C,-1.223921,2.31853e-06,1.611074e-05,A_vs_E
YOR044W,-1.516763,1.263558e-08,1.574667e-07,A_vs_E
YOR049C,-2.252989,1.938217e-15,1.018232e-13,A_vs_E
YOR072W-B,-2.516684,1.063802e-09,1.715029e-08,A_vs_E
YOR109W,-1.190587,4.368308e-14,1.728602e-12,A_vs_E
YOR114W,-1.430733,4.96453e-05,0.0002406829,A_vs_E
YOR120W,-1.196682,0.0001119806,0.0004920041,A_vs_E
YOR122C,-1.407581,3.638573e-05,0.0001837073,A_vs_E
YOR128C,-1.551261,0.00014106,0.0005990381,A_vs_E
YOR147W,-1.023282,0.0001400756,0.0005961037,A_vs_E
YOR160W,-1.217322,2.900796e-06,1.984001e-05,A_vs_E
YOR161C,-1.955241,1.489163e-09,2.31868e-08,A_vs_E
YOR167C,-1.241422,0.008102731,0.02063437,A_vs_E
YOR173W,-1.22573,0.0003550155,0.001375375,A_vs_E
YOR176W,-2.298533,1.45901e-11,3.691261e-10,A_vs_E
YOR178C,-1.242028,1.812316e-07,1.696506e-06,A_vs_E
YOR184W,-1.417788,0.0001619057,0.0006771814,A_vs_E
YOR192C-B,-3.047828,2.1765089999999999e-26,4.14489e-24,A_vs_E
YOR193W,-1.552662,1.198453e-08,1.50585e-07,A_vs_E
YOR202W,-1.254604,0.001456845,0.004655485,A_vs_E
YOR219C,-2.627614,1.5747259999999998e-20,1.777108e-18,A_vs_E
YOR220W,-1.19947,0.003434435,0.00974823,A_vs_E
YOR222W,-1.020531,3.453104e-08,3.86114e-07,A_vs_E
YOR228C,-1.372798,0.0009067065,0.00311294,A_vs_E
YOR258W,-1.562025,4.132204e-08,4.496724e-07,A_vs_E
YOR261C,-1.014401,5.498529e-06,3.508695e-05,A_vs_E
YOR266W,-1.015203,0.0005261244,0.001931447,A_vs_E
YOR278W,-1.034501,0.0007620602,0.002679743,A_vs_E
YOR285W,-1.075497,0.0003317328,0.001297548,A_vs_E
YOR289W,-1.474205,9.651391e-06,5.704711e-05,A_vs_E
YOR292C,-1.847542,1.459786e-11,3.691261e-10,A_vs_E
YOR296W,-1.091467,2.791408e-07,2.494258e-06,A_vs_E
YOR316C,-1.441804,5.393718e-07,4.465939e-06,A_vs_E
YOR334W,-1.05644,6.72576e-05,0.0003152829,A_vs_E
YOR344C,-2.114853,1.898971e-17,1.446541e-15,A_vs_E
YOR347C,-1.766973,2.605714e-10,4.811885e-09,A_vs_E
YOR353C,-1.578043,3.870423e-11,8.703454e-10,A_vs_E
YOR357C,-2.594525,1.578651e-08,1.931786e-07,A_vs_E
YOR374W,-1.051353,0.0001233436,0.0005332753,A_vs_E
YOR375C,-1.908975,8.63907e-07,6.784342e-06,A_vs_E
YOR376W-A,-2.771275,1.088842e-06,8.356931e-06,A_vs_E
YOR388C,-1.979916,0.0005490637,0.002007195,A_vs_E
YOR389W,-1.102815,0.008720015,0.02201316,A_vs_E
YPL002C,-1.59136,0.0001047221,0.0004634544,A_vs_E
YPL003W,-1.369354,3.210841e-11,7.328414e-10,A_vs_E
YPL004C,-1.336247,3.43486e-07,3.003162e-06,A_vs_E
YPL010W,-1.22611,0.001221497,0.004006351,A_vs_E
YPL014W,-2.484787,1.729624e-09,2.635083e-08,A_vs_E
YPL018W,-2.441752,6.169206e-10,1.056043e-08,A_vs_E
YPL019C,-1.126765,1.808577e-07,1.69561e-06,A_vs_E
YPL028W,-1.124803,0.00338437,0.009624055,A_vs_E
YPL047W,-1.374337,0.007736413,0.01981264,A_vs_E
YPL058C,-1.431218,9.716591e-05,0.0004366734,A_vs_E
YPL081W,-1.350359,1.442705e-05,8.046154e-05,A_vs_E
YPL109C,-1.335649,7.729269e-10,1.294016e-08,A_vs_E
YPL111W,-1.124617,0.0002769653,0.001111143,A_vs_E
YPL113C,-2.180558,2.816529e-08,3.220249e-07,A_vs_E
YPL123C,-1.205161,0.0002268318,0.0009240059,A_vs_E
YPL133C,-1.074259,0.000153494,0.0006473304,A_vs_E
YPL135W,-1.273361,8.030758e-05,0.0003693543,A_vs_E
YPL152W,-1.651738,7.509913e-08,7.809797e-07,A_vs_E
YPL162C,-1.312915,0.001288708,0.004181783,A_vs_E
YPL175W,-1.128715,0.0007656014,0.00268749,A_vs_E
YPL177C,-1.044237,0.0004009634,0.001532918,A_vs_E
YPL189C-A,-1.132145,0.01762036,0.03999732,A_vs_E
YPL192C,-5.727471,3.0877570000000002e-55,2.688113e-52,A_vs_E
YPL196W,-1.197882,0.000462543,0.001728269,A_vs_E
YPL204W,-1.165659,2.843793e-07,2.528641e-06,A_vs_E
YPL215W,-1.343953,0.0001680074,0.0007007782,A_vs_E
YPL236C,-1.235404,0.0004924955,0.00182312,A_vs_E
YPL247C,-1.075658,0.002112147,0.006378307,A_vs_E
YPL250C,-2.737685,4.211045e-08,4.57435e-07,A_vs_E
YPL252C,-1.120324,0.02241464,0.04904661,A_vs_E
YPL257W,-4.075747,1.153348e-21,1.464272e-19,A_vs_E
YPL264C,-1.995467,2.689452e-08,3.109966e-07,A_vs_E
YPL265W,-2.28381,2.636823e-26,4.869334e-24,A_vs_E
YPL269W,-1.021677,0.0007557223,0.002662065,A_vs_E
YPL274W,-2.550492,5.992235e-12,1.637519e-10,A_vs_E
YPL283C,-10.85903,8.585372e-07,6.775951e-06,A_vs_E
YPR003C,-1.77874,9.811471e-23,1.3904909999999998e-20,A_vs_E
YPR010C-A,-1.438606,0.0004299025,0.001625202,A_vs_E
YPR011C,-1.18982,1.820297e-06,1.30772e-05,A_vs_E
YPR013C,-1.671689,2.48577e-14,1.051964e-12,A_vs_E
YPR014C,-1.121457,0.01674235,0.03828439,A_vs_E
YPR028W,-2.136871,1.245731e-12,3.913137e-11,A_vs_E
YPR035W,-1.997969,1.612302e-10,3.110535e-09,A_vs_E
YPR036W,-1.324419,6.736731e-07,5.46653e-06,A_vs_E
YPR036W-A,-1.930211,1.953104e-06,1.386427e-05,A_vs_E
YPR038W,-1.808516,4.736556e-06,3.070699e-05,A_vs_E
YPR042C,-1.510613,2.648761e-16,1.582505e-14,A_vs_E
YPR046W,-1.157706,0.001087726,0.003629593,A_vs_E
YPR051W,-1.97886,3.509069e-08,3.909372e-07,A_vs_E
YPR056W,-1.041827,2.480422e-06,1.717692e-05,A_vs_E
YPR066W,-1.984188,3.691026e-13,1.249617e-11,A_vs_E
YPR069C,-1.097262,0.001160874,0.003839047,A_vs_E
YPR071W,-1.722458,8.602557e-07,6.775951e-06,A_vs_E
YPR083W,-1.00228,0.003677365,0.01034473,A_vs_E
YPR098C,-1.020055,0.0002996171,0.001186398,A_vs_E
YPR103W,-1.005223,5.132724e-05,0.0002474834,A_vs_E
YPR109W,-1.654231,3.771306e-07,3.259907e-06,A_vs_E
YPR127W,-1.082994,0.002100857,0.006347359,A_vs_E
YPR131C,-2.024905,3.701702e-09,5.209739e-08,A_vs_E
YPR138C,-1.448989,2.517557e-07,2.27626e-06,A_vs_E
YPR145W,-1.822138,6.245096e-16,3.590341e-14,A_vs_E
YPR147C,-2.148048,2.262352e-08,2.671856e-07,A_vs_E
YPR149W,-2.3525,6.034971e-16,3.502582e-14,A_vs_E
YPR155C,-1.879539,3.195829e-09,4.529159e-08,A_vs_E
YPR156C,-2.852467,2.3721120000000002e-17,1.762884e-15,A_vs_E
YPR159C-A,-1.375348,0.008257582,0.02096738,A_vs_E
YPR160W,-1.597174,8.348169e-10,1.382439e-08,A_vs_E
YPR166C,-1.353646,0.005811023,0.0154842,A_vs_E
YPR181C,-1.913467,1.028605e-10,2.082498e-09,A_vs_E
YPR184W,-2.224501,3.254251e-08,3.658931e-07,A_vs_E
YPR191W,-1.073127,0.002118958,0.006395706,A_vs_E
YPR194C,-4.302294,1.7160139999999998e-19,1.686676e-17,A_vs_E
YPR196W,-1.722141,1.220809e-09,1.952653e-08,A_vs_E
YPR198W,-2.122686,1.9772e-21,2.409812e-19,A_vs_E
YPR200C,-1.479523,0.001709386,0.005344792,A_vs_E
